,0,1,2,3,4,5,6,7,8,9,10
contig_20842_9,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_20842_6,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
contig_20842_7,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_20842_4,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20842_5,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
contig_20842_2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20842_3,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20842_1,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
contig_20849_1,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
contig_20849_3,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
contig_20849_2,4.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_20849_5,4.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20849_4,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20849_6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
contig_21189_2,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_20789_6,0.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_20789_7,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20789_4,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0
contig_20789_5,3.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0
contig_20789_2,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
contig_20789_3,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
contig_20789_1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0
contig_20789_8,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
contig_20789_9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
contig_21189_1,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21203_1,11.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0
contig_21201_1,6.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
contig_21201_2,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_20865_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21092_2,0.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0
contig_21092_3,10.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_21092_1,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
contig_21207_2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21207_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21207_1,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
contig_21090_1,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_21090_2,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20792_6,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_21014_1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21205_1,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21205_2,0.0,0.0,7.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21205_3,0.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0
contig_21096_2,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
contig_21096_3,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
contig_21096_1,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
contig_21095_2,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
contig_20792_2,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
contig_20792_3,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20808_8,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0
contig_20808_9,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_20808_4,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
contig_20808_5,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20808_6,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
contig_20808_7,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
contig_20808_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
contig_20808_2,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
contig_20808_3,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
contig_20943_4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
contig_20943_5,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20943_2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20943_3,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_20943_1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0
contig_20941_1,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_20941_2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0
contig_20941_3,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20816_11,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0
contig_20816_10,6.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0
contig_20788_38,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,0.0
contig_21182_1,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21182_2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
contig_20947_2,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20947_3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
contig_20947_1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21178_3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_21099_4,19.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
contig_20945_4,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0
contig_20945_5,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0
contig_20945_1,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0
contig_20945_2,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
contig_20945_3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0
contig_21197_2,0.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0
contig_21197_3,3.0,0.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0
contig_21197_1,1.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0
contig_21195_1,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
contig_21195_2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_21195_3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
contig_21193_2,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_21193_1,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
contig_21069_2,5.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0
contig_21014_2,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
contig_21013_3,8.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0
contig_21013_2,11.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0
contig_21013_1,9.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0
contig_21013_4,7.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0
contig_21011_5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
contig_21011_4,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0
contig_21011_1,2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
contig_21011_3,5.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0
contig_21011_2,2.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
contig_21054_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21054_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21054_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21019_1,0.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_21019_3,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0
contig_21019_2,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_21052_6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
contig_21052_4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
contig_21052_5,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21052_2,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_21052_3,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
contig_20792_8,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20792_9,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0
contig_21095_1,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0
contig_20792_7,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_21095_3,7.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
contig_21014_3,0.0,0.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0
contig_21014_4,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0
contig_21014_5,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0
contig_20792_1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
contig_20790_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20790_2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_20790_3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
contig_20790_4,3.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0
contig_20790_5,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0
contig_20790_6,5.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0
contig_20790_7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20790_8,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20790_9,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_21099_1,0.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0
contig_21099_3,6.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_21099_2,1.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0
contig_21056_2,0.0,0.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0
contig_21056_3,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0
contig_21056_1,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
contig_21056_4,4.0,0.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0
contig_21010_4,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21010_5,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20796_8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20796_9,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
contig_21010_1,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
contig_21010_2,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21010_3,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20796_2,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20796_3,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
contig_20796_1,3.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_20796_6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20796_7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_20796_4,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0
contig_20807_10,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_21059_1,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
contig_21016_4,2.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0
contig_21059_2,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21016_2,0.0,0.0,11.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0
contig_21016_3,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_21016_1,6.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20794_4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
contig_20794_5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
contig_20794_6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20794_7,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20794_1,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
contig_20794_2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20794_3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_20788_39,10.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_21116_3,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
contig_21116_2,0.0,0.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
contig_21116_1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
contig_21116_4,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_20801_11,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
contig_20801_10,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
contig_20801_12,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
contig_21114_1,3.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0
contig_21114_2,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20948_1,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_20948_3,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
contig_20948_2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20948_4,0.0,0.0,6.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
contig_21051_1,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21051_3,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21051_2,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20794_8,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0
contig_20803_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21159_4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_21159_1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
contig_21159_2,5.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_21159_3,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21198_1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21198_3,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21198_2,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20788_19,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
contig_20788_18,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
contig_21118_1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
contig_20788_16,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
contig_21118_3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21118_2,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_20788_13,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
contig_21118_4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20788_11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
contig_20788_10,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20809_10,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
contig_20864_4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
contig_21190_1,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
contig_21111_1,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0
contig_21111_2,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21111_3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21111_4,0.0,0.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
contig_20833_6,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
contig_20833_7,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
contig_20833_4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0
contig_20833_5,5.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0
contig_20833_2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20833_3,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0
contig_20833_1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
contig_21150_4,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
contig_21150_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
contig_21150_3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
contig_21150_2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20831_8,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
contig_20831_9,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20831_1,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0
contig_20831_2,0.0,0.0,6.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0
contig_20831_3,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0
contig_20831_4,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
contig_20831_5,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
contig_20831_6,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20831_7,5.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
contig_21115_4,7.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0
contig_21115_5,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_21115_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21115_2,8.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0
contig_21115_3,7.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0
contig_20913_4,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
contig_21154_1,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0
contig_21113_4,2.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
contig_21154_2,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
contig_21113_2,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0
contig_21113_3,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0
contig_21113_1,4.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0
contig_20872_9,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20872_8,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20872_3,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20872_2,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20872_1,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20872_7,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20872_6,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20872_5,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20872_4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20839_1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0
contig_20839_2,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20839_3,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20839_4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20839_5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
contig_20839_6,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20839_7,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
contig_20839_8,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
contig_20839_9,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
contig_20870_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20870_6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20870_1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20870_3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20870_2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_20837_2,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
contig_20837_3,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
contig_20837_1,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
contig_20837_6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
contig_20837_7,1.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
contig_20837_4,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0
contig_20837_5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
contig_20835_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
