,0,1,2,3,4,5,6
contig_22160_1,0.0,3.0,0.0,1.0,7.0,1.0,2.0
contig_22103_2,0.0,2.0,0.0,1.0,1.0,0.0,0.0
contig_22160_3,0.0,6.0,0.0,1.0,2.0,1.0,0.0
contig_22160_2,0.0,1.0,0.0,1.0,1.0,1.0,0.0
contig_22103_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_22166_5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_22166_4,0.0,1.0,0.0,1.0,0.0,1.0,0.0
contig_22166_3,1.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_22166_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_22166_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21612_11,0.0,5.0,0.0,1.0,0.0,1.0,1.0
contig_22164_1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_22164_3,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_22208_3,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_22164_4,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21822_6,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21822_5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21822_4,0.0,1.0,0.0,0.0,1.0,1.0,1.0
contig_21822_3,0.0,4.0,0.0,0.0,0.0,1.0,0.0
contig_21822_2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
contig_21822_1,0.0,5.0,0.0,1.0,0.0,1.0,0.0
contig_21548_2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21548_3,2.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21548_1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21820_1,0.0,0.0,1.0,1.0,0.0,1.0,0.0
contig_21820_3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21820_2,0.0,1.0,4.0,1.0,1.0,0.0,0.0
contig_21820_4,0.0,0.0,0.0,1.0,1.0,0.0,0.0
contig_21804_3,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_21795_2,1.0,2.0,0.0,1.0,1.0,1.0,0.0
contig_21617_8,1.0,2.0,1.0,1.0,0.0,1.0,0.0
contig_22151_2,0.0,2.0,0.0,1.0,0.0,1.0,0.0
contig_21638_12,0.0,5.0,1.0,0.0,0.0,1.0,0.0
contig_21638_13,1.0,2.0,1.0,0.0,0.0,1.0,0.0
contig_21638_10,0.0,5.0,0.0,0.0,0.0,1.0,0.0
contig_21638_11,0.0,1.0,1.0,0.0,1.0,1.0,0.0
contig_21881_3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21804_2,0.0,0.0,1.0,0.0,0.0,1.0,1.0
contig_22006_1,0.0,3.0,0.0,1.0,2.0,1.0,1.0
contig_22006_2,0.0,5.0,0.0,1.0,0.0,1.0,0.0
contig_22006_3,0.0,0.0,0.0,1.0,8.0,0.0,0.0
contig_21826_3,0.0,2.0,0.0,1.0,0.0,1.0,0.0
contig_21826_2,0.0,1.0,1.0,1.0,0.0,1.0,0.0
contig_21826_1,0.0,4.0,0.0,1.0,0.0,0.0,0.0
contig_21826_6,0.0,1.0,0.0,1.0,0.0,1.0,0.0
contig_21826_5,0.0,1.0,0.0,1.0,1.0,1.0,0.0
contig_21826_4,0.0,1.0,0.0,1.0,0.0,1.0,0.0
contig_22048_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21824_5,0.0,2.0,0.0,1.0,0.0,1.0,0.0
contig_21824_4,0.0,0.0,2.0,1.0,0.0,0.0,0.0
contig_21584_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21881_1,0.0,2.0,3.0,0.0,1.0,0.0,0.0
contig_21824_3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21824_2,0.0,2.0,1.0,1.0,1.0,1.0,0.0
contig_22048_2,0.0,4.0,0.0,1.0,1.0,1.0,0.0
contig_22048_3,0.0,3.0,0.0,1.0,1.0,1.0,0.0
contig_22096_2,0.0,8.0,1.0,1.0,3.0,1.0,0.0
contig_21864_5,0.0,4.0,6.0,1.0,0.0,0.0,0.0
contig_22048_1,0.0,2.0,0.0,0.0,2.0,1.0,0.0
contig_22015_2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_22000_2,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_22000_3,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_22000_1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_22002_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_22237_1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_22002_1,1.0,0.0,14.0,0.0,0.0,0.0,0.0
contig_22002_2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_22002_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21662_10,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_22082_1,0.0,0.0,1.0,1.0,0.0,1.0,1.0
contig_22082_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21881_4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21669_6,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21669_7,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21669_4,0.0,3.0,0.0,0.0,4.0,1.0,0.0
contig_21669_5,0.0,2.0,1.0,1.0,1.0,0.0,0.0
contig_21669_2,0.0,2.0,0.0,0.0,0.0,1.0,1.0
contig_21669_3,1.0,4.0,2.0,0.0,0.0,1.0,0.0
contig_22047_3,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21669_1,0.0,1.0,0.0,1.0,0.0,1.0,0.0
contig_21669_8,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21669_9,0.0,4.0,0.0,1.0,0.0,1.0,0.0
contig_22041_4,0.0,4.0,1.0,1.0,1.0,1.0,0.0
contig_22041_3,0.0,4.0,0.0,1.0,0.0,1.0,1.0
contig_22041_2,0.0,3.0,3.0,1.0,0.0,1.0,2.0
contig_22041_1,0.0,2.0,0.0,1.0,1.0,0.0,2.0
contig_21621_5,1.0,0.0,7.0,0.0,0.0,0.0,5.0
contig_21937_1,0.0,2.0,1.0,1.0,10.0,1.0,2.0
contig_22043_1,0.0,4.0,0.0,1.0,0.0,1.0,0.0
contig_22043_3,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_22043_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
contig_21823_4,0.0,7.0,0.0,1.0,6.0,1.0,0.0
contig_21823_2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
contig_21823_3,0.0,4.0,0.0,0.0,0.0,0.0,0.0
contig_21810_4,0.0,3.0,0.0,1.0,0.0,0.0,0.0
contig_21901_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21901_1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
contig_21810_1,0.0,4.0,0.0,1.0,3.0,0.0,0.0
contig_21623_7,0.0,4.0,0.0,0.0,1.0,1.0,0.0
contig_22080_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_22080_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_22080_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_22080_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21909_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21909_2,0.0,2.0,0.0,0.0,2.0,1.0,0.0
contig_21909_1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
contig_21909_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21909_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21629_12,0.0,3.0,1.0,0.0,0.0,1.0,0.0
contig_21628_3,0.0,0.0,0.0,0.0,4.0,0.0,2.0
contig_21628_2,1.0,2.0,0.0,0.0,0.0,0.0,0.0
contig_21628_1,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_21628_7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21628_6,0.0,4.0,1.0,1.0,3.0,1.0,0.0
contig_21628_5,0.0,3.0,1.0,1.0,0.0,1.0,0.0
contig_21628_4,0.0,2.0,0.0,1.0,1.0,1.0,1.0
contig_21623_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21628_9,5.0,13.0,2.0,1.0,0.0,1.0,0.0
contig_21628_8,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21621_2,0.0,2.0,0.0,1.0,0.0,1.0,0.0
contig_21621_3,0.0,7.0,0.0,1.0,0.0,1.0,0.0
contig_21621_1,0.0,4.0,0.0,1.0,1.0,1.0,0.0
contig_21621_6,1.0,7.0,2.0,1.0,0.0,1.0,1.0
contig_21621_7,1.0,8.0,1.0,1.0,0.0,1.0,3.0
contig_21621_4,0.0,4.0,0.0,1.0,0.0,1.0,0.0
contig_21899_4,0.0,0.0,0.0,1.0,1.0,0.0,0.0
contig_21621_8,0.0,8.0,0.0,1.0,0.0,1.0,0.0
contig_21621_9,0.0,15.0,6.0,0.0,0.0,1.0,3.0
contig_21821_2,0.0,0.0,0.0,1.0,4.0,1.0,0.0
contig_21623_4,3.0,3.0,0.0,0.0,0.0,0.0,0.0
contig_21623_5,0.0,5.0,0.0,0.0,0.0,1.0,0.0
contig_21623_6,0.0,3.0,0.0,0.0,0.0,1.0,0.0
contig_21821_3,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21623_1,0.0,5.0,0.0,1.0,0.0,1.0,0.0
contig_21623_2,0.0,2.0,0.0,0.0,0.0,1.0,1.0
contig_21623_3,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_21907_5,0.0,5.0,0.0,1.0,0.0,1.0,0.0
contig_21623_8,0.0,4.0,0.0,0.0,2.0,1.0,0.0
contig_21623_9,0.0,3.0,0.0,0.0,4.0,1.0,0.0
contig_21821_5,1.0,0.0,0.0,1.0,8.0,1.0,3.0
contig_21625_6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
contig_21950_4,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21625_4,0.0,0.0,0.0,0.0,1.0,1.0,1.0
contig_21625_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21950_1,0.0,0.0,1.0,1.0,4.0,1.0,2.0
contig_21625_3,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_21950_3,1.0,1.0,0.0,1.0,0.0,1.0,3.0
contig_21950_2,0.0,7.0,0.0,1.0,1.0,1.0,0.0
contig_22087_1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_22087_3,0.0,2.0,0.0,1.0,1.0,1.0,0.0
contig_22087_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_22087_4,0.0,0.0,0.0,1.0,2.0,0.0,0.0
contig_21625_8,0.0,1.0,0.0,0.0,0.0,1.0,1.0
contig_21625_9,0.0,2.0,0.0,1.0,0.0,1.0,0.0
contig_21627_8,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21627_9,1.0,0.0,1.0,0.0,0.0,1.0,1.0
contig_21956_3,0.0,4.0,1.0,1.0,0.0,0.0,0.0
contig_21956_2,0.0,4.0,0.0,1.0,1.0,1.0,0.0
contig_21956_1,1.0,5.0,2.0,0.0,0.0,0.0,1.0
contig_22089_3,0.0,2.0,0.0,1.0,1.0,0.0,0.0
contig_22089_2,0.0,1.0,0.0,1.0,0.0,1.0,0.0
contig_22089_1,0.0,2.0,0.0,1.0,1.0,1.0,0.0
contig_21627_3,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_21627_4,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_21627_5,0.0,5.0,0.0,0.0,2.0,0.0,0.0
contig_21627_6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21627_7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21660_7,0.0,2.0,0.0,1.0,4.0,1.0,0.0
contig_21660_6,0.0,1.0,0.0,1.0,2.0,0.0,0.0
contig_21660_5,0.0,0.0,2.0,0.0,0.0,1.0,0.0
contig_21660_4,0.0,1.0,0.0,0.0,1.0,1.0,0.0
contig_21660_3,0.0,0.0,0.0,1.0,1.0,1.0,0.0
contig_21660_2,0.0,0.0,2.0,1.0,0.0,1.0,0.0
contig_21660_1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21660_9,1.0,5.0,2.0,1.0,0.0,1.0,0.0
contig_21660_8,0.0,1.0,0.0,1.0,0.0,1.0,0.0
contig_21662_9,2.0,0.0,1.0,1.0,3.0,1.0,3.0
contig_21662_8,0.0,2.0,0.0,1.0,1.0,1.0,0.0
contig_21895_3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21895_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
contig_21786_6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21895_4,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21786_4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21786_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_22138_2,0.0,4.0,0.0,0.0,1.0,1.0,0.0
contig_21662_3,0.0,6.0,1.0,1.0,0.0,1.0,0.0
contig_22138_1,0.0,3.0,0.0,1.0,0.0,1.0,0.0
contig_21662_5,0.0,2.0,1.0,1.0,0.0,0.0,3.0
contig_21662_4,3.0,4.0,4.0,1.0,3.0,1.0,0.0
contig_21662_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21662_6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
contig_21708_1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21708_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21708_3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21708_4,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21708_5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21708_6,0.0,0.0,0.0,1.0,1.0,1.0,3.0
contig_21612_10,0.0,8.0,0.0,1.0,2.0,1.0,0.0
contig_21627_1,0.0,3.0,0.0,1.0,3.0,1.0,0.0
contig_21893_3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21893_2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21893_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21893_7,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21893_6,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21893_5,0.0,4.0,0.0,1.0,0.0,1.0,0.0
contig_21893_4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21664_3,3.0,3.0,3.0,2.0,0.0,1.0,0.0
contig_21664_2,0.0,3.0,1.0,1.0,0.0,1.0,0.0
contig_21664_1,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_21664_7,0.0,4.0,0.0,1.0,0.0,1.0,0.0
contig_21664_6,0.0,2.0,0.0,1.0,0.0,1.0,0.0
contig_21664_5,0.0,3.0,0.0,1.0,0.0,1.0,0.0
contig_21664_4,0.0,3.0,0.0,1.0,0.0,1.0,0.0
contig_21891_4,0.0,0.0,0.0,1.0,3.0,1.0,3.0
contig_21829_2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21829_3,0.0,3.0,1.0,0.0,0.0,0.0,0.0
contig_21891_1,0.0,2.0,0.0,1.0,0.0,1.0,0.0
contig_21829_5,0.0,3.0,0.0,0.0,0.0,1.0,0.0
contig_21891_3,0.0,5.0,0.0,1.0,8.0,1.0,0.0
contig_21891_2,0.0,11.0,0.0,1.0,0.0,1.0,0.0
contig_21666_5,0.0,3.0,0.0,1.0,1.0,1.0,0.0
contig_21666_4,0.0,7.0,0.0,1.0,4.0,1.0,0.0
contig_21666_7,0.0,0.0,2.0,1.0,0.0,1.0,1.0
contig_21666_6,0.0,6.0,1.0,1.0,2.0,1.0,0.0
contig_21666_1,0.0,3.0,0.0,0.0,1.0,0.0,0.0
contig_21666_3,0.0,1.0,1.0,0.0,0.0,1.0,0.0
contig_21666_2,0.0,3.0,1.0,0.0,0.0,1.0,0.0
contig_21897_4,2.0,2.0,0.0,1.0,9.0,1.0,0.0
contig_21897_3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21897_2,0.0,4.0,2.0,0.0,6.0,0.0,0.0
contig_21897_1,0.0,2.0,0.0,1.0,2.0,1.0,0.0
contig_21611_8,0.0,3.0,0.0,1.0,1.0,1.0,0.0
contig_21788_1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21799_2,0.0,2.0,0.0,1.0,0.0,1.0,0.0
contig_21788_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21788_3,0.0,0.0,0.0,1.0,2.0,1.0,1.0
contig_21788_4,0.0,5.0,1.0,1.0,0.0,1.0,1.0
contig_21282_11,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21282_10,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21788_5,0.0,1.0,0.0,1.0,1.0,1.0,0.0
contig_22039_2,2.0,6.0,0.0,1.0,2.0,1.0,0.0
contig_22039_3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_22039_1,0.0,3.0,1.0,1.0,0.0,1.0,1.0
contig_21742_2,0.0,3.0,1.0,0.0,1.0,1.0,1.0
contig_21742_3,0.0,2.0,0.0,0.0,1.0,1.0,0.0
contig_21742_1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21742_6,0.0,4.0,0.0,1.0,1.0,1.0,0.0
contig_21742_7,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21742_4,0.0,3.0,0.0,0.0,0.0,1.0,0.0
contig_21742_5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21740_4,0.0,2.0,0.0,1.0,0.0,0.0,1.0
contig_21740_5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
contig_21740_6,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21740_1,0.0,10.0,0.0,1.0,0.0,0.0,1.0
contig_21740_2,0.0,9.0,2.0,0.0,0.0,0.0,0.0
contig_21740_3,0.0,6.0,0.0,1.0,1.0,1.0,0.0
contig_21634_12,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21634_13,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21634_10,0.0,3.0,0.0,1.0,7.0,0.0,0.0
contig_21634_11,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21634_14,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21746_6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21746_7,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_21746_4,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21746_5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21746_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21746_3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21746_1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21613_9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21746_8,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21613_8,0.0,1.0,0.0,1.0,0.0,1.0,0.0
contig_21786_1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21744_1,0.0,6.0,0.0,0.0,0.0,1.0,0.0
contig_21744_2,0.0,0.0,1.0,0.0,0.0,1.0,3.0
contig_21744_3,0.0,0.0,1.0,0.0,1.0,1.0,0.0
contig_21744_4,0.0,1.0,0.0,1.0,1.0,1.0,0.0
contig_21744_5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21744_6,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21786_7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contig_21703_7,0.0,0.0,3.0,0.0,2.0,1.0,1.0
contig_21703_6,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21703_5,0.0,0.0,0.0,2.0,0.0,2.0,0.0
contig_21703_4,2.0,0.0,2.0,1.0,1.0,1.0,0.0
contig_21703_3,0.0,0.0,0.0,1.0,4.0,0.0,6.0
contig_21703_2,2.0,4.0,1.0,1.0,4.0,1.0,3.0
contig_21703_1,0.0,2.0,0.0,1.0,0.0,1.0,0.0
contig_22244_1,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_22244_2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
contig_22209_4,0.0,6.0,0.0,1.0,0.0,0.0,0.0
contig_22209_1,1.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_22209_3,0.0,2.0,2.0,1.0,2.0,1.0,0.0
contig_22209_2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21701_1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21701_3,0.0,1.0,0.0,0.0,1.0,1.0,0.0
contig_21701_2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21701_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21701_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21701_7,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21701_6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21733_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21662_2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
contig_21733_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21573_1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_22053_2,0.0,1.0,1.0,1.0,0.0,0.0,0.0
contig_21573_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_22053_3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_22079_2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_22079_1,0.0,0.0,0.0,1.0,3.0,1.0,4.0
contig_21902_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21902_2,0.0,4.0,0.0,0.0,2.0,1.0,0.0
contig_21902_3,0.0,3.0,0.0,0.0,0.0,1.0,0.0
contig_21998_1,0.0,3.0,0.0,1.0,1.0,0.0,0.0
contig_22204_1,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_21998_3,0.0,1.0,1.0,1.0,0.0,0.0,0.0
contig_21998_2,0.0,1.0,0.0,1.0,0.0,1.0,0.0
contig_21998_4,0.0,3.0,1.0,1.0,0.0,1.0,0.0
contig_21776_3,2.0,5.0,1.0,1.0,0.0,1.0,0.0
contig_21904_2,0.0,0.0,0.0,0.0,1.0,1.0,1.0
contig_22053_4,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21904_1,1.0,0.0,1.0,0.0,0.0,1.0,1.0
contig_21930_1,2.0,0.0,1.0,1.0,5.0,2.0,1.0
contig_21776_1,0.0,4.0,2.0,2.0,0.0,1.0,1.0
contig_21707_3,0.0,1.0,0.0,1.0,0.0,1.0,0.0
contig_21707_2,0.0,1.0,0.0,1.0,0.0,1.0,0.0
contig_21707_1,1.0,6.0,1.0,1.0,0.0,1.0,0.0
contig_21707_6,3.0,1.0,1.0,0.0,7.0,1.0,0.0
contig_21707_5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21707_4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21776_7,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21906_2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21906_3,1.0,2.0,1.0,1.0,1.0,1.0,0.0
contig_21898_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21898_2,0.0,2.0,0.0,1.0,0.0,1.0,0.0
contig_21776_6,1.0,5.0,0.0,1.0,2.0,1.0,0.0
contig_21776_5,0.0,5.0,2.0,1.0,3.0,1.0,0.0
contig_21992_4,0.0,2.0,0.0,1.0,1.0,1.0,1.0
contig_21992_3,0.0,6.0,0.0,1.0,2.0,1.0,0.0
contig_21992_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21992_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_22207_3,1.0,0.0,2.0,0.0,2.0,0.0,0.0
contig_21662_1,1.0,5.0,1.0,1.0,1.0,1.0,0.0
contig_21640_5,0.0,2.0,0.0,0.0,0.0,1.0,0.0
contig_22030_3,0.0,2.0,0.0,1.0,1.0,1.0,0.0
contig_22030_2,0.0,4.0,0.0,1.0,6.0,0.0,0.0
contig_22030_1,0.0,0.0,0.0,1.0,5.0,1.0,3.0
contig_22207_1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_22032_1,0.0,0.0,1.0,1.0,2.0,1.0,5.0
contig_22032_3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_22032_2,0.0,4.0,0.0,1.0,0.0,1.0,0.0
contig_21630_12,0.0,0.0,0.0,0.0,1.0,0.0,1.0
contig_21630_10,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21630_11,0.0,0.0,0.0,0.0,2.0,0.0,1.0
contig_22034_3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_22034_2,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_22034_1,0.0,0.0,3.0,1.0,0.0,0.0,0.0
contig_22051_3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
contig_21970_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21970_2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21955_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contig_21955_2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21955_3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21955_4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21955_5,0.0,1.0,0.0,1.0,1.0,1.0,0.0
contig_21955_6,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21611_12,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21632_10,0.0,8.0,0.0,1.0,4.0,1.0,1.0
contig_21632_11,0.0,5.0,0.0,1.0,2.0,1.0,0.0
contig_21611_11,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21945_3,0.0,2.0,1.0,0.0,1.0,1.0,0.0
contig_21945_1,0.0,2.0,0.0,0.0,3.0,0.0,0.0
contig_22035_3,1.0,0.0,1.0,1.0,0.0,1.0,3.0
contig_21959_4,0.0,1.0,1.0,0.0,0.0,1.0,0.0
contig_21959_1,0.0,2.0,0.0,1.0,1.0,1.0,0.0
contig_21959_2,1.0,4.0,1.0,1.0,0.0,1.0,0.0
contig_21959_3,0.0,3.0,0.0,1.0,0.0,1.0,0.0
contig_22035_1,0.0,4.0,0.0,1.0,2.0,0.0,0.0
contig_22172_1,0.0,4.0,0.0,1.0,0.0,1.0,0.0
contig_22172_2,1.0,3.0,1.0,1.0,0.0,0.0,0.0
contig_22172_3,0.0,5.0,0.0,1.0,0.0,1.0,0.0
contig_22131_2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_22131_1,1.0,0.0,3.0,0.0,1.0,0.0,0.0
contig_22133_1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_22133_3,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_22133_2,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_22135_4,0.0,3.0,0.0,0.0,0.0,0.0,0.0
contig_22135_3,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_22135_2,1.0,1.0,2.0,0.0,1.0,1.0,0.0
contig_22135_1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
