,0,1
contig_20102_2,0.0,2.0
contig_20102_1,0.0,2.0
contig_20102_6,0.0,2.0
contig_20102_5,0.0,1.0
contig_20102_4,0.0,1.0
contig_19954_5,0.0,0.0
contig_20247_1,0.0,1.0
contig_20247_3,1.0,1.0
contig_20247_2,1.0,1.0
contig_20092_6,1.0,1.0
contig_19953_10,0.0,1.0
contig_19956_12,0.0,1.0
contig_19956_10,0.0,0.0
contig_19956_11,0.0,0.0
contig_19950_10,0.0,0.0
contig_19950_11,0.0,0.0
contig_19950_12,0.0,0.0
contig_19950_13,0.0,0.0
contig_19950_14,0.0,0.0
contig_19950_15,0.0,1.0
contig_20296_3,0.0,0.0
contig_20296_2,0.0,1.0
contig_20296_1,1.0,1.0
contig_20296_4,0.0,0.0
contig_20294_4,0.0,0.0
contig_20294_1,0.0,1.0
contig_20294_3,0.0,1.0
contig_20294_2,0.0,0.0
contig_20092_2,0.0,0.0
contig_20292_4,4.0,0.0
contig_20292_3,2.0,0.0
contig_20292_2,0.0,0.0
contig_20292_1,0.0,0.0
contig_19952_1,0.0,0.0
contig_19954_10,0.0,0.0
contig_19954_11,0.0,1.0
contig_20004_9,3.0,1.0
contig_20312_2,1.0,1.0
contig_20312_3,0.0,0.0
contig_20312_1,0.0,1.0
contig_19952_10,0.0,1.0
contig_19952_11,0.0,1.0
contig_19946_9,4.0,1.0
contig_19946_8,2.0,0.0
contig_20355_1,0.0,0.0
contig_20355_2,1.0,0.0
contig_20353_2,0.0,1.0
contig_20353_1,0.0,0.0
contig_20318_1,0.0,1.0
contig_20318_2,2.0,1.0
contig_20318_3,0.0,1.0
contig_19970_10,3.0,0.0
contig_19970_11,1.0,0.0
contig_20315_1,0.0,1.0
contig_20315_3,0.0,1.0
contig_20315_2,0.0,1.0
contig_19972_10,0.0,1.0
contig_19972_11,0.0,1.0
contig_20394_2,7.0,1.0
contig_20394_3,3.0,1.0
contig_20357_3,0.0,0.0
contig_20357_2,1.0,0.0
contig_20357_4,0.0,0.0
contig_20317_4,15.0,1.0
contig_20317_3,10.0,1.0
contig_20317_2,0.0,1.0
contig_20317_1,1.0,0.0
contig_20358_1,0.0,1.0
contig_20358_2,0.0,1.0
contig_20358_3,0.0,1.0
contig_20219_1,0.0,0.0
contig_20219_2,0.0,0.0
contig_20219_3,0.0,1.0
contig_20219_4,0.0,0.0
contig_20219_5,0.0,0.0
contig_20219_6,0.0,0.0
contig_19951_9,2.0,1.0
contig_20217_2,0.0,1.0
contig_20217_3,5.0,1.0
contig_20217_1,0.0,1.0
contig_19948_1,0.0,0.0
contig_19948_3,0.0,0.0
contig_19948_2,0.0,0.0
contig_19948_5,0.0,0.0
contig_19948_4,0.0,0.0
contig_19948_7,0.0,0.0
contig_19948_6,0.0,0.0
contig_19948_9,0.0,1.0
contig_19948_8,0.0,0.0
contig_20350_1,0.0,0.0
contig_20350_2,0.0,0.0
contig_20031_1,0.0,1.0
contig_20031_2,0.0,1.0
contig_20031_3,0.0,1.0
contig_20031_4,8.0,1.0
contig_20031_5,0.0,1.0
contig_20031_6,0.0,1.0
contig_20031_7,2.0,1.0
contig_19951_7,2.0,1.0
contig_20299_2,0.0,1.0
contig_20299_3,0.0,0.0
contig_20299_4,0.0,0.0
contig_20024_6,0.0,0.0
contig_20024_7,0.0,0.0
contig_20024_4,0.0,0.0
contig_19953_9,0.0,1.0
contig_19953_8,0.0,0.0
contig_20210_1,5.0,1.0
contig_20070_4,0.0,0.0
contig_20210_3,0.0,0.0
contig_20210_2,15.0,1.0
contig_20070_1,0.0,0.0
contig_20070_3,1.0,0.0
contig_20070_2,0.0,0.0
contig_20037_2,4.0,1.0
contig_20037_3,1.0,1.0
contig_20037_1,13.0,1.0
contig_20037_6,0.0,0.0
contig_20037_7,0.0,0.0
contig_20037_4,0.0,0.0
contig_20037_5,0.0,0.0
contig_20076_7,0.0,0.0
contig_20076_6,0.0,0.0
contig_20076_5,1.0,0.0
contig_20076_4,0.0,0.0
contig_20076_3,0.0,0.0
contig_20076_2,0.0,0.0
contig_20076_1,1.0,1.0
contig_19953_4,0.0,0.0
contig_20035_4,0.0,0.0
contig_20035_5,0.0,1.0
contig_20035_6,0.0,0.0
contig_20035_7,0.0,0.0
contig_20035_1,0.0,0.0
contig_20035_2,0.0,0.0
contig_20035_3,0.0,0.0
contig_20033_6,6.0,1.0
contig_20033_7,1.0,1.0
contig_20033_4,4.0,1.0
contig_20033_5,4.0,1.0
contig_20033_2,4.0,1.0
contig_20033_3,3.0,1.0
contig_20033_1,8.0,1.0
contig_19953_3,0.0,0.0
contig_20014_2,0.0,1.0
contig_19953_2,0.0,0.0
contig_20253_2,0.0,1.0
contig_20253_3,0.0,0.0
contig_20038_3,0.0,0.0
contig_20253_1,0.0,1.0
contig_20038_5,0.0,0.0
contig_20038_4,0.0,0.0
contig_20251_1,3.0,0.0
contig_20251_2,0.0,0.0
contig_20251_3,0.0,0.0
contig_20257_2,0.0,1.0
contig_20273_1,0.0,0.0
contig_20257_1,2.0,1.0
contig_20212_4,0.0,0.0
contig_20212_3,0.0,0.0
contig_20212_2,0.0,0.0
contig_20212_1,0.0,0.0
contig_20072_3,0.0,0.0
contig_20072_2,0.0,0.0
contig_20072_1,0.0,0.0
contig_20072_7,0.0,0.0
contig_20072_6,0.0,0.0
contig_20072_5,0.0,0.0
contig_20072_4,1.0,0.0
contig_20255_1,0.0,1.0
contig_20255_2,0.0,1.0
contig_20255_3,5.0,1.0
contig_20255_4,0.0,1.0
contig_20255_5,0.0,1.0
contig_20079_4,0.0,1.0
contig_20079_5,3.0,1.0
contig_20079_1,2.0,0.0
contig_20079_2,1.0,1.0
contig_20079_3,2.0,1.0
contig_20170_2,8.0,1.0
contig_20170_3,0.0,1.0
contig_20002_1,0.0,1.0
contig_20119_5,0.0,1.0
contig_20119_4,0.0,1.0
contig_20119_3,0.0,1.0
contig_20119_2,6.0,1.0
contig_20119_1,0.0,0.0
contig_20258_1,0.0,1.0
contig_19959_9,0.0,0.0
contig_20139_1,9.0,0.0
contig_19947_8,0.0,0.0
contig_19947_9,0.0,0.0
contig_20258_3,0.0,1.0
contig_19947_2,0.0,0.0
contig_19947_3,1.0,0.0
contig_20258_2,0.0,2.0
contig_19947_6,0.0,0.0
contig_19947_7,0.0,0.0
contig_19947_4,0.0,0.0
contig_19947_5,0.0,0.0
contig_20075_1,0.0,0.0
contig_20075_2,1.0,1.0
contig_20075_3,0.0,1.0
contig_20075_4,0.0,0.0
contig_20075_5,0.0,0.0
contig_19945_4,1.0,1.0
contig_19945_5,0.0,1.0
contig_19945_6,0.0,0.0
contig_19945_7,0.0,0.0
contig_19945_1,0.0,0.0
contig_19945_2,0.0,1.0
contig_19945_3,0.0,1.0
contig_20139_7,0.0,1.0
contig_20139_6,0.0,1.0
contig_19975_10,0.0,0.0
contig_20155_2,1.0,0.0
contig_20195_3,0.0,0.0
contig_20114_3,0.0,0.0
contig_20195_1,0.0,0.0
contig_20114_1,0.0,0.0
contig_20014_9,0.0,0.0
contig_20114_4,5.0,1.0
contig_20152_4,0.0,0.0
contig_20152_5,0.0,0.0
contig_20152_1,0.0,0.0
contig_20152_2,0.0,0.0
contig_20152_3,0.0,0.0
contig_20116_4,0.0,0.0
contig_20116_5,0.0,0.0
contig_20197_1,0.0,0.0
contig_20116_1,0.0,0.0
contig_20197_3,0.0,0.0
contig_20197_2,0.0,0.0
contig_20154_2,0.0,1.0
contig_20154_3,0.0,1.0
contig_20154_1,0.0,0.0
contig_20110_4,0.0,1.0
contig_20110_5,6.0,1.0
contig_20110_2,0.0,1.0
contig_20110_3,0.0,1.0
contig_20191_1,0.0,0.0
contig_19977_10,1.0,0.0
contig_19959_8,0.0,0.0
contig_20193_1,0.0,1.0
contig_20112_1,0.0,0.0
contig_20112_2,0.0,0.0
contig_20112_3,0.0,0.0
contig_20112_4,1.0,0.0
contig_20112_5,0.0,0.0
contig_20193_7,21.0,1.0
contig_20193_6,1.0,1.0
contig_20150_2,0.0,0.0
contig_20150_3,0.0,0.0
contig_20150_6,0.0,0.0
contig_20150_4,0.0,0.0
contig_20150_5,0.0,0.0
contig_20341_3,0.0,0.0
contig_19955_7,0.0,0.0
contig_20198_4,10.0,2.0
contig_20198_2,0.0,1.0
contig_20198_3,0.0,1.0
contig_20198_1,7.0,1.0
contig_19955_5,0.0,0.0
contig_19955_3,0.0,0.0
contig_19955_2,0.0,0.0
contig_20017_10,0.0,0.0
contig_20017_11,0.0,0.0
contig_19955_1,0.0,0.0
contig_20157_1,4.0,1.0
contig_20157_3,0.0,0.0
contig_20157_2,0.0,1.0
contig_20157_4,0.0,0.0
contig_20159_3,0.0,1.0
contig_20159_2,0.0,0.0
contig_20159_1,3.0,0.0
contig_20037_8,0.0,0.0
contig_20037_9,0.0,1.0
contig_20288_2,4.0,1.0
contig_20288_3,0.0,1.0
contig_20288_1,2.0,1.0
contig_19957_14,0.0,0.0
contig_19957_11,0.0,0.0
contig_19957_10,0.0,0.0
contig_19957_13,0.0,0.0
contig_19957_12,0.0,0.0
contig_20291_1,0.0,1.0
contig_20291_2,0.0,0.0
contig_20291_3,0.0,1.0
contig_20176_3,0.0,2.0
contig_20326_3,0.0,0.0
contig_20326_2,5.0,1.0
contig_20326_1,4.0,1.0
contig_20324_1,0.0,0.0
contig_20324_2,0.0,0.0
contig_20307_2,0.0,0.0
contig_20307_3,0.0,0.0
contig_20369_4,0.0,1.0
contig_20369_2,1.0,1.0
contig_20369_3,2.0,1.0
contig_19971_11,0.0,0.0
contig_19971_10,0.0,0.0
contig_20027_11,0.0,1.0
contig_20027_10,3.0,1.0
contig_19945_12,4.0,1.0
contig_19945_13,2.0,0.0
contig_19945_10,0.0,0.0
contig_19945_11,0.0,1.0
contig_20328_1,0.0,1.0
contig_20328_3,2.0,1.0
contig_20328_2,0.0,1.0
contig_20328_4,0.0,1.0
contig_20321_1,0.0,0.0
contig_20321_2,0.0,0.0
contig_20321_3,0.0,0.0
contig_20360_2,0.0,1.0
contig_20366_3,0.0,1.0
contig_20366_2,0.0,1.0
contig_20366_1,0.0,1.0
contig_20325_1,0.0,0.0
contig_20325_2,0.0,0.0
contig_20325_3,0.0,0.0
contig_20364_1,0.0,1.0
contig_20364_2,7.0,1.0
contig_20323_2,0.0,1.0
contig_20323_1,0.0,1.0
contig_19973_13,4.0,1.0
contig_19973_12,3.0,1.0
contig_19973_11,0.0,1.0
contig_19973_10,0.0,1.0
contig_19952_4,0.0,0.0
contig_20038_1,0.0,1.0
contig_19952_6,0.0,0.0
contig_19952_7,0.0,2.0
contig_19988_3,0.0,1.0
contig_19952_2,0.0,0.0
contig_19952_3,0.0,0.0
contig_19952_8,0.0,1.0
contig_19952_9,0.0,1.0
contig_19954_6,0.0,1.0
contig_19954_7,0.0,0.0
contig_19954_4,0.0,0.0
contig_20038_2,0.0,0.0
contig_19954_2,0.0,0.0
contig_19954_3,1.0,0.0
contig_19954_1,0.0,0.0
contig_19954_8,0.0,0.0
contig_19954_9,0.0,0.0
contig_19956_8,0.0,0.0
contig_19956_9,0.0,0.0
contig_19956_1,0.0,0.0
contig_19956_2,0.0,0.0
contig_19956_3,0.0,0.0
contig_19956_4,0.0,0.0
contig_19956_5,0.0,1.0
contig_19956_6,0.0,1.0
contig_19956_7,0.0,0.0
contig_20362_3,3.0,0.0
contig_20362_2,0.0,1.0
contig_20362_1,0.0,1.0
contig_20138_4,0.0,0.0
contig_20021_3,0.0,1.0
contig_20021_2,0.0,1.0
contig_20021_1,0.0,1.0
contig_20021_7,0.0,1.0
contig_20021_6,0.0,1.0
contig_20021_5,0.0,1.0
contig_20021_4,0.0,1.0
contig_20287_1,0.0,1.0
contig_20345_2,0.0,0.0
contig_20287_3,7.0,1.0
contig_20287_2,3.0,1.0
contig_20023_5,0.0,0.0
contig_20023_4,0.0,0.0
contig_20248_4,0.0,1.0
contig_20023_6,0.0,0.0
contig_20248_2,0.0,1.0
contig_20248_3,0.0,1.0
contig_20023_3,0.0,0.0
contig_20023_2,0.0,0.0
contig_20345_1,1.0,1.0
contig_20319_1,2.0,1.0
contig_20029_3,0.0,0.0
contig_20029_2,0.0,0.0
contig_20029_1,0.0,0.0
contig_20029_7,0.0,0.0
contig_20029_6,0.0,0.0
contig_20029_5,0.0,0.0
contig_20029_4,0.0,1.0
contig_20066_4,0.0,0.0
contig_20066_5,0.0,0.0
contig_20066_6,0.0,0.0
contig_20029_8,0.0,1.0
contig_20066_1,0.0,0.0
contig_20066_2,0.0,0.0
contig_20066_3,0.0,0.0
contig_20060_8,1.0,0.0
contig_20281_3,0.0,2.0
contig_20281_2,0.0,1.0
contig_20281_1,0.0,1.0
contig_20060_5,0.0,0.0
contig_20060_2,0.0,0.0
contig_20060_3,0.0,0.0
contig_20060_1,1.0,0.0
contig_20283_1,0.0,1.0
contig_20283_3,4.0,1.0
contig_20283_2,0.0,1.0
contig_20285_3,0.0,1.0
contig_20285_2,0.0,1.0
contig_20026_8,0.0,0.0
contig_20203_4,0.0,1.0
contig_20203_1,1.0,0.0
contig_20203_3,0.0,0.0
contig_20203_2,2.0,0.0
contig_20247_4,4.0,1.0
contig_20026_2,0.0,0.0
contig_20026_3,5.0,0.0
contig_20026_4,6.0,1.0
contig_20026_5,0.0,0.0
contig_20026_6,0.0,0.0
contig_20026_7,0.0,0.0
contig_20205_5,0.0,0.0
contig_20205_4,0.0,1.0
contig_20205_3,0.0,0.0
contig_20205_2,0.0,0.0
contig_20205_1,1.0,0.0
contig_20241_2,1.0,1.0
contig_20241_1,0.0,0.0
contig_20003_3,0.0,1.0
contig_20243_1,0.0,1.0
contig_20064_2,1.0,1.0
contig_20064_3,0.0,1.0
contig_20064_1,0.0,1.0
contig_20064_4,4.0,1.0
contig_20064_5,0.0,1.0
contig_20018_8,0.0,0.0
contig_20069_7,2.0,2.0
contig_20069_6,0.0,2.0
contig_20069_5,0.0,2.0
contig_20069_4,0.0,1.0
contig_20069_3,0.0,0.0
contig_20069_2,0.0,1.0
contig_20069_1,0.0,0.0
contig_20022_4,0.0,2.0
contig_20022_5,0.0,1.0
contig_20022_6,0.0,1.0
contig_20022_7,0.0,1.0
contig_20022_1,0.0,0.0
contig_20022_2,0.0,0.0
contig_20022_3,0.0,0.0
contig_19951_3,0.0,0.0
contig_19951_2,0.0,0.0
contig_19951_1,0.0,0.0
contig_20022_8,0.0,1.0
contig_19951_6,0.0,1.0
contig_19951_5,0.0,0.0
contig_19951_4,0.0,0.0
contig_20201_3,0.0,0.0
contig_20201_2,0.0,0.0
contig_20201_1,0.0,0.0
contig_20024_5,0.0,0.0
contig_20024_2,0.0,1.0
contig_20024_3,0.0,0.0
contig_20024_1,0.0,0.0
contig_20245_3,0.0,1.0
contig_20245_2,0.0,0.0
contig_20245_1,0.0,0.0
contig_19953_6,0.0,0.0
contig_19953_1,0.0,1.0
contig_20024_8,0.0,0.0
contig_20024_9,0.0,0.0
contig_20208_2,0.0,0.0
contig_20208_3,0.0,0.0
contig_20208_1,0.0,0.0
contig_20208_6,0.0,1.0
contig_20208_4,0.0,0.0
contig_20208_5,0.0,1.0
contig_19978_10,0.0,1.0
contig_19978_11,0.0,1.0
contig_19959_3,0.0,0.0
contig_19959_2,0.0,0.0
contig_19959_1,0.0,0.0
contig_19959_7,0.0,0.0
contig_19959_6,0.0,0.0
contig_19959_5,0.0,0.0
contig_19959_4,0.0,0.0
contig_20063_1,3.0,1.0
contig_20063_3,0.0,0.0
contig_20063_2,2.0,1.0
contig_20063_5,0.0,0.0
contig_20063_4,1.0,0.0
contig_20063_6,0.0,0.0
contig_19974_10,0.0,0.0
contig_20161_2,7.0,1.0
contig_20161_3,6.0,1.0
contig_20161_1,0.0,1.0
contig_20161_4,0.0,0.0
contig_20206_1,8.0,0.0
contig_20206_2,1.0,0.0
contig_20206_3,1.0,0.0
contig_20126_5,4.0,1.0
contig_20126_4,0.0,1.0
contig_20126_3,3.0,1.0
contig_20126_2,0.0,1.0
contig_20169_2,0.0,0.0
contig_20169_3,1.0,1.0
contig_20169_1,0.0,0.0
contig_20120_4,1.0,1.0
contig_20120_3,2.0,1.0
contig_20120_2,1.0,1.0
contig_20120_1,0.0,1.0
contig_20166_1,0.0,0.0
contig_19978_4,0.0,0.0
contig_20166_3,0.0,0.0
contig_20166_2,0.0,0.0
contig_20166_5,1.0,1.0
contig_20166_4,0.0,1.0
contig_19978_5,0.0,0.0
contig_20018_3,0.0,0.0
contig_20018_2,0.0,0.0
contig_20018_1,8.0,1.0
contig_20018_7,0.0,0.0
contig_20018_6,0.0,0.0
contig_20018_5,1.0,0.0
contig_20018_4,0.0,0.0
contig_19978_2,0.0,0.0
contig_19978_3,0.0,0.0
contig_20124_2,4.0,1.0
contig_20124_1,2.0,1.0
contig_20010_3,0.0,0.0
contig_20010_2,0.0,1.0
contig_20010_1,0.0,1.0
contig_20010_7,0.0,0.0
contig_20010_6,0.0,0.0
contig_20010_5,1.0,0.0
contig_20010_4,0.0,0.0
contig_20010_8,0.0,1.0
contig_20012_5,3.0,2.0
contig_20012_4,2.0,1.0
contig_20012_7,13.0,1.0
contig_20012_6,14.0,1.0
contig_20012_1,16.0,0.0
contig_20012_3,13.0,1.0
contig_20012_2,0.0,2.0
contig_20012_8,2.0,2.0
contig_20129_6,0.0,0.0
contig_20014_6,7.0,1.0
contig_20129_4,0.0,0.0
contig_20129_5,0.0,0.0
contig_20129_2,0.0,0.0
contig_20129_3,0.0,0.0
contig_20014_1,0.0,0.0
contig_20129_1,0.0,0.0
contig_20164_7,0.0,0.0
contig_20164_6,1.0,0.0
contig_20164_5,0.0,0.0
contig_20164_4,0.0,0.0
contig_20164_3,0.0,0.0
contig_20164_2,0.0,0.0
contig_20164_1,22.0,1.0
contig_20014_8,0.0,1.0
contig_20016_8,0.0,1.0
contig_20016_1,0.0,1.0
contig_20016_3,0.0,1.0
contig_20016_2,0.0,0.0
contig_20016_5,0.0,0.0
contig_20016_4,0.0,0.0
contig_20016_7,0.0,0.0
contig_20016_6,0.0,0.0
contig_20123_1,0.0,0.0
contig_20123_2,0.0,0.0
contig_20123_3,0.0,0.0
contig_20123_4,0.0,0.0
contig_19964_7,0.0,0.0
contig_19964_6,0.0,1.0
contig_19964_5,0.0,1.0
contig_19964_4,0.0,1.0
contig_19964_3,0.0,0.0
contig_19964_2,0.0,0.0
contig_19964_1,0.0,0.0
contig_19964_9,0.0,0.0
contig_19964_8,1.0,0.0
contig_19966_9,0.0,0.0
contig_19966_8,0.0,0.0
contig_19966_1,0.0,0.0
contig_19966_3,0.0,0.0
contig_19966_2,0.0,0.0
contig_19966_5,0.0,0.0
contig_19966_4,0.0,0.0
contig_19966_7,0.0,0.0
contig_19966_6,0.0,0.0
contig_19968_9,0.0,0.0
contig_19968_8,0.0,0.0
contig_19968_3,0.0,0.0
contig_19968_2,0.0,0.0
contig_19968_1,0.0,0.0
contig_19968_7,0.0,0.0
contig_19968_6,0.0,0.0
contig_19968_5,0.0,0.0
contig_19968_4,0.0,0.0
contig_19983_2,0.0,0.0
contig_19983_3,0.0,0.0
contig_19983_1,0.0,0.0
contig_19983_6,0.0,0.0
contig_19983_7,1.0,1.0
contig_19983_4,0.0,0.0
contig_19983_5,0.0,0.0
contig_19983_8,0.0,1.0
contig_19983_9,0.0,1.0
contig_19960_3,0.0,0.0
contig_19960_2,0.0,0.0
contig_19960_1,0.0,1.0
contig_19960_7,0.0,0.0
contig_19960_6,0.0,0.0
contig_19960_5,0.0,0.0
contig_19960_4,0.0,0.0
contig_19960_9,0.0,0.0
contig_19960_8,0.0,0.0
contig_19962_5,0.0,0.0
contig_19962_4,0.0,0.0
contig_19962_7,0.0,0.0
contig_19962_6,0.0,0.0
contig_19962_1,14.0,0.0
contig_19962_3,2.0,1.0
contig_19962_2,4.0,1.0
contig_19962_9,0.0,1.0
contig_19962_8,0.0,0.0
contig_20014_7,1.0,1.0
contig_20014_5,4.0,2.0
contig_20014_4,0.0,2.0
contig_19989_8,1.0,0.0
contig_19989_9,1.0,0.0
contig_19989_4,0.0,0.0
contig_19989_5,0.0,0.0
contig_19989_6,0.0,0.0
contig_19989_7,0.0,0.0
contig_19989_1,0.0,0.0
contig_19989_2,0.0,0.0
contig_19989_3,0.0,0.0
contig_20240_1,4.0,0.0
contig_19984_1,3.0,0.0
contig_19984_3,0.0,0.0
contig_19984_2,0.0,0.0
contig_19984_5,2.0,2.0
contig_19984_4,7.0,1.0
contig_19984_7,1.0,0.0
contig_19984_6,3.0,1.0
contig_19984_9,0.0,0.0
contig_19984_8,0.0,0.0
contig_20379_3,2.0,1.0
contig_20379_2,2.0,1.0
contig_20379_1,1.0,1.0
contig_20052_1,0.0,0.0
contig_19986_9,0.0,0.0
contig_19986_8,0.0,0.0
contig_19986_7,0.0,0.0
contig_19986_6,0.0,0.0
contig_19986_5,0.0,0.0
contig_19986_4,0.0,0.0
contig_19986_3,0.0,0.0
contig_19986_2,0.0,0.0
contig_19986_1,0.0,0.0
contig_20374_2,4.0,1.0
contig_20374_3,6.0,1.0
contig_19947_1,0.0,1.0
contig_20374_4,5.0,1.0
contig_20332_1,0.0,0.0
contig_20332_2,0.0,0.0
contig_20332_3,3.0,1.0
contig_20376_1,1.0,1.0
contig_20376_2,4.0,1.0
contig_20376_3,3.0,1.0
contig_20334_2,3.0,1.0
contig_20334_1,0.0,1.0
contig_20370_2,0.0,1.0
contig_20370_3,1.0,1.0
contig_20370_1,0.0,1.0
contig_20262_2,0.0,0.0
contig_19945_8,0.0,0.0
contig_20372_2,0.0,0.0
contig_20372_3,0.0,0.0
contig_20359_4,0.0,1.0
contig_20330_2,0.0,0.0
contig_20330_3,0.0,0.0
contig_20330_1,0.0,0.0
contig_20055_2,1.0,0.0
contig_20055_3,0.0,1.0
contig_20055_1,0.0,0.0
contig_20055_6,0.0,0.0
contig_20055_4,0.0,0.0
contig_20055_5,0.0,1.0
contig_20034_9,3.0,0.0
contig_20230_3,1.0,0.0
contig_20230_2,1.0,0.0
contig_20230_1,0.0,0.0
contig_20232_5,0.0,1.0
contig_20232_4,0.0,1.0
contig_20232_1,1.0,1.0
contig_20232_3,0.0,1.0
contig_20232_2,0.0,1.0
contig_20337_1,0.0,0.0
contig_20059_4,6.0,0.0
contig_20337_2,0.0,1.0
contig_20059_2,0.0,2.0
contig_20059_3,9.0,1.0
contig_20059_1,1.0,1.0
contig_20339_2,3.0,1.0
contig_20339_1,0.0,1.0
contig_20238_3,2.0,1.0
contig_20238_2,8.0,1.0
contig_20238_1,3.0,1.0
contig_20052_2,0.0,0.0
contig_20052_5,0.0,0.0
contig_20052_4,0.0,0.0
contig_20052_7,0.0,0.0
contig_20238_4,2.0,1.0
contig_20277_1,0.0,1.0
contig_20277_2,1.0,1.0
contig_20277_3,3.0,1.0
contig_20271_4,0.0,0.0
contig_20271_2,0.0,0.0
contig_20271_3,0.0,0.0
contig_20271_1,0.0,0.0
contig_20098_3,0.0,0.0
contig_20098_2,0.0,0.0
contig_20098_1,0.0,0.0
contig_20098_5,0.0,1.0
contig_20098_4,0.0,0.0
contig_20091_2,1.0,1.0
contig_20091_3,1.0,2.0
contig_20091_1,0.0,1.0
contig_20091_6,1.0,1.0
contig_20091_7,0.0,1.0
contig_20091_4,2.0,1.0
contig_20091_5,0.0,1.0
contig_20237_1,0.0,1.0
contig_20237_2,0.0,1.0
contig_20237_3,0.0,1.0
contig_20237_4,0.0,1.0
contig_20093_4,0.0,0.0
contig_20093_1,0.0,0.0
contig_20093_2,0.0,1.0
contig_20093_3,0.0,0.0
contig_20095_6,0.0,0.0
contig_20001_5,0.0,1.0
contig_20095_4,0.0,0.0
contig_20095_5,2.0,0.0
contig_20095_2,0.0,1.0
contig_20095_3,0.0,0.0
contig_20095_1,0.0,0.0
contig_20050_5,0.0,0.0
contig_20050_4,0.0,1.0
contig_20050_3,0.0,0.0
contig_20050_2,0.0,0.0
contig_20050_1,0.0,0.0
contig_19953_5,0.0,0.0
contig_20001_6,0.0,1.0
contig_20275_2,0.0,0.0
contig_20097_1,0.0,0.0
contig_20097_2,0.0,0.0
contig_20275_1,0.0,0.0
contig_20097_4,0.0,0.0
contig_20097_5,1.0,1.0
contig_20097_6,0.0,1.0
contig_19949_3,0.0,1.0
contig_20001_3,5.0,1.0
contig_20001_2,15.0,0.0
contig_20387_1,0.0,0.0
contig_20387_2,0.0,0.0
contig_20387_3,0.0,0.0
contig_20278_3,4.0,1.0
contig_20278_2,0.0,1.0
contig_20278_1,0.0,1.0
contig_20389_2,0.0,1.0
contig_20389_3,8.0,1.0
contig_20233_1,4.0,0.0
contig_20233_2,0.0,0.0
contig_20233_3,0.0,0.0
contig_20007_2,0.0,0.0
contig_20235_2,0.0,0.0
contig_20235_3,1.0,0.0
contig_20235_1,0.0,0.0
contig_20007_7,0.0,0.0
contig_20007_6,0.0,0.0
contig_20173_3,0.0,0.0
contig_20173_2,0.0,0.0
contig_20173_1,0.0,0.0
contig_20007_5,0.0,0.0
contig_20173_5,0.0,1.0
contig_20173_4,0.0,1.0
contig_20007_4,0.0,0.0
contig_20042_5,0.0,0.0
contig_20171_5,0.0,0.0
contig_20171_4,0.0,0.0
contig_20171_1,0.0,0.0
contig_20171_3,0.0,0.0
contig_20171_2,0.0,0.0
contig_20272_1,0.0,0.0
contig_20086_1,0.0,1.0
contig_20114_2,0.0,0.0
contig_20195_2,2.0,0.0
contig_20134_1,0.0,0.0
contig_20134_2,0.0,0.0
contig_20134_3,0.0,0.0
contig_20179_1,0.0,1.0
contig_20007_9,0.0,0.0
contig_20179_3,10.0,1.0
contig_20179_2,14.0,1.0
contig_20132_4,0.0,0.0
contig_20132_5,0.0,0.0
contig_20132_2,0.0,0.0
contig_20132_3,0.0,0.0
contig_20132_1,0.0,1.0
contig_19955_6,0.0,0.0
contig_20004_1,11.0,0.0
contig_20004_2,4.0,1.0
contig_20004_3,1.0,1.0
contig_20004_4,5.0,1.0
contig_20004_5,4.0,1.0
contig_20004_6,1.0,1.0
contig_20004_7,0.0,1.0
contig_20004_8,1.0,1.0
contig_20174_1,1.0,1.0
contig_20174_2,3.0,1.0
contig_20174_3,4.0,1.0
contig_20174_4,1.0,1.0
contig_20174_5,0.0,1.0
contig_20266_2,0.0,0.0
contig_20266_3,0.0,0.0
contig_20005_3,1.0,1.0
contig_20005_2,12.0,1.0
contig_20005_5,0.0,0.0
contig_20136_2,6.0,1.0
contig_20136_3,0.0,1.0
contig_19946_14,0.0,1.0
contig_20002_8,0.0,1.0
contig_20116_2,0.0,0.0
contig_20002_2,0.0,1.0
contig_20002_3,0.0,1.0
contig_20116_3,1.0,0.0
contig_20002_6,0.0,1.0
contig_20002_7,1.0,1.0
contig_20002_4,0.0,1.0
contig_20002_5,0.0,1.0
contig_20380_3,0.0,1.0
contig_20380_2,0.0,1.0
contig_20380_1,0.0,0.0
contig_20000_4,0.0,0.0
contig_20000_5,0.0,0.0
contig_20000_6,0.0,0.0
contig_20000_7,0.0,0.0
contig_19953_7,0.0,0.0
contig_20000_1,0.0,1.0
contig_20000_2,0.0,1.0
contig_20000_3,1.0,1.0
contig_20170_4,1.0,1.0
contig_20170_5,0.0,1.0
contig_20170_6,0.0,1.0
contig_20382_1,0.0,1.0
contig_20170_1,4.0,1.0
contig_20382_3,0.0,1.0
contig_20382_2,0.0,1.0
contig_20006_6,0.0,1.0
contig_20006_7,0.0,0.0
contig_20006_4,0.0,2.0
contig_20006_5,0.0,1.0
contig_20006_2,0.0,1.0
contig_20006_3,0.0,1.0
contig_20006_1,0.0,0.0
contig_20176_6,0.0,1.0
contig_20176_4,1.0,2.0
contig_20176_5,1.0,1.0
contig_20176_2,0.0,1.0
contig_20384_2,0.0,0.0
contig_20384_1,0.0,0.0
