,0,1,2
contig_18649_9,0.0,0.0,1.0
contig_18579_52,0.0,0.0,1.0
contig_18579_53,0.0,2.0,1.0
contig_18649_4,0.0,0.0,1.0
contig_18649_5,0.0,0.0,1.0
contig_18649_6,0.0,0.0,1.0
contig_18649_7,0.0,3.0,0.0
contig_18579_58,0.0,0.0,1.0
contig_18649_1,0.0,0.0,1.0
contig_18649_2,0.0,0.0,1.0
contig_18649_3,0.0,0.0,1.0
contig_18639_10,0.0,0.0,1.0
contig_18577_58,0.0,0.0,1.0
contig_18577_59,0.0,0.0,1.0
contig_18577_56,0.0,0.0,1.0
contig_18577_57,0.0,0.0,1.0
contig_18577_54,0.0,0.0,1.0
contig_18577_55,0.0,0.0,1.0
contig_18577_52,0.0,0.0,1.0
contig_18577_53,0.0,0.0,1.0
contig_18577_50,0.0,0.0,1.0
contig_18577_51,0.0,0.0,1.0
contig_18691_8,0.0,0.0,1.0
contig_18691_3,0.0,0.0,1.0
contig_18691_2,1.0,0.0,1.0
contig_18691_1,0.0,3.0,0.0
contig_18691_7,0.0,0.0,1.0
contig_18691_6,0.0,1.0,1.0
contig_18691_5,1.0,0.0,1.0
contig_18691_4,0.0,0.0,1.0
contig_18693_5,0.0,0.0,1.0
contig_18693_4,0.0,0.0,1.0
contig_18693_6,0.0,0.0,1.0
contig_18693_1,0.0,0.0,1.0
contig_18693_3,0.0,0.0,1.0
contig_18693_2,0.0,0.0,1.0
contig_18578_39,0.0,0.0,1.0
contig_18578_38,0.0,0.0,1.0
contig_18578_35,0.0,0.0,1.0
contig_18578_34,0.0,0.0,1.0
contig_18578_37,0.0,0.0,1.0
contig_18578_36,0.0,0.0,1.0
contig_18578_31,0.0,0.0,1.0
contig_18578_30,0.0,0.0,1.0
contig_18578_33,0.0,0.0,1.0
contig_18578_32,0.0,0.0,1.0
contig_18638_12,0.0,0.0,1.0
contig_18638_13,0.0,0.0,1.0
contig_18638_10,0.0,0.0,1.0
contig_18638_11,0.0,1.0,1.0
contig_18699_3,0.0,0.0,1.0
contig_18699_2,0.0,1.0,1.0
contig_18699_1,1.0,1.0,1.0
contig_18699_4,0.0,0.0,1.0
contig_18728_2,0.0,1.0,1.0
contig_18728_3,0.0,0.0,1.0
contig_18728_1,0.0,0.0,1.0
contig_18614_17,1.0,0.0,1.0
contig_18696_10,0.0,0.0,1.0
contig_18724_2,0.0,0.0,1.0
contig_18724_3,0.0,0.0,1.0
contig_18724_1,0.0,0.0,1.0
contig_18724_4,0.0,0.0,1.0
contig_18668_11,0.0,0.0,1.0
contig_18668_10,1.0,0.0,1.0
contig_18696_8,0.0,0.0,1.0
contig_18696_9,0.0,0.0,1.0
contig_18696_2,0.0,0.0,0.0
contig_18696_3,0.0,1.0,0.0
contig_18696_4,0.0,0.0,1.0
contig_18696_5,0.0,0.0,0.0
contig_18696_6,1.0,0.0,1.0
contig_18696_7,0.0,0.0,1.0
contig_18662_10,0.0,1.0,1.0
contig_18692_4,0.0,0.0,1.0
contig_18692_5,0.0,0.0,1.0
contig_18692_6,0.0,0.0,1.0
contig_18692_7,0.0,0.0,1.0
contig_18692_1,1.0,1.0,1.0
contig_18692_2,0.0,0.0,1.0
contig_18692_3,0.0,0.0,1.0
contig_18692_8,0.0,0.0,1.0
contig_18694_6,0.0,0.0,1.0
contig_18694_7,0.0,0.0,1.0
contig_18694_4,0.0,0.0,1.0
contig_18694_5,0.0,0.0,1.0
contig_18694_2,0.0,0.0,1.0
contig_18694_3,0.0,0.0,1.0
contig_18694_1,0.0,0.0,1.0
contig_18715_2,0.0,0.0,1.0
contig_18614_8,2.0,1.0,1.0
contig_18614_9,0.0,0.0,1.0
contig_18614_6,0.0,3.0,1.0
contig_18614_7,0.0,0.0,1.0
contig_18614_4,0.0,1.0,1.0
contig_18614_5,0.0,0.0,1.0
contig_18614_2,0.0,0.0,1.0
contig_18614_3,0.0,0.0,1.0
contig_18614_1,0.0,0.0,1.0
contig_18588_40,0.0,0.0,0.0
contig_18633_13,0.0,0.0,1.0
contig_18633_12,0.0,0.0,1.0
contig_18633_11,0.0,0.0,1.0
contig_18633_10,0.0,0.0,1.0
contig_18616_4,0.0,0.0,1.0
contig_18616_5,0.0,0.0,1.0
contig_18633_15,0.0,0.0,1.0
contig_18633_14,0.0,0.0,1.0
contig_18616_8,0.0,0.0,1.0
contig_18616_9,1.0,1.0,1.0
contig_18618_2,0.0,0.0,1.0
contig_18618_3,0.0,0.0,1.0
contig_18618_1,0.0,0.0,1.0
contig_18618_6,0.0,1.0,1.0
contig_18618_7,0.0,1.0,1.0
contig_18618_4,0.0,0.0,1.0
contig_18618_5,0.0,0.0,1.0
contig_18618_8,0.0,1.0,1.0
contig_18618_9,0.0,2.0,1.0
contig_18584_29,0.0,0.0,1.0
contig_18584_28,0.0,0.0,1.0
contig_18610_8,1.0,1.0,1.0
contig_18610_9,1.0,0.0,1.0
contig_18610_2,0.0,2.0,1.0
contig_18610_3,0.0,2.0,1.0
contig_18610_1,0.0,1.0,1.0
contig_18610_6,0.0,0.0,1.0
contig_18610_7,0.0,0.0,1.0
contig_18610_4,0.0,1.0,1.0
contig_18610_5,0.0,0.0,1.0
contig_18605_16,0.0,0.0,1.0
contig_18597_20,0.0,1.0,1.0
contig_18612_8,0.0,0.0,1.0
contig_18612_9,1.0,1.0,1.0
contig_18605_17,0.0,0.0,1.0
contig_18612_4,0.0,0.0,1.0
contig_18612_5,0.0,1.0,1.0
contig_18612_6,0.0,0.0,1.0
contig_18612_7,0.0,0.0,1.0
contig_18605_14,0.0,0.0,1.0
contig_18612_2,0.0,0.0,1.0
contig_18612_3,0.0,0.0,1.0
contig_18591_4,1.0,3.0,1.0
contig_18591_5,0.0,0.0,1.0
contig_18591_6,0.0,0.0,1.0
contig_18605_15,0.0,0.0,1.0
contig_18584_36,0.0,0.0,1.0
contig_18591_1,0.0,0.0,1.0
contig_18591_2,1.0,0.0,1.0
contig_18591_3,0.0,0.0,1.0
contig_18605_12,1.0,1.0,1.0
contig_18584_38,0.0,0.0,1.0
contig_18591_8,0.0,1.0,1.0
contig_18591_9,2.0,3.0,1.0
contig_18605_13,0.0,0.0,1.0
contig_18597_6,0.0,0.0,1.0
contig_18597_7,0.0,0.0,1.0
contig_18597_4,0.0,0.0,1.0
contig_18597_5,0.0,1.0,1.0
contig_18597_2,0.0,0.0,1.0
contig_18605_10,0.0,0.0,1.0
contig_18597_1,0.0,0.0,1.0
contig_18605_11,0.0,0.0,1.0
contig_18597_8,0.0,0.0,1.0
contig_18597_9,0.0,0.0,1.0
contig_18595_8,0.0,0.0,1.0
contig_18595_9,0.0,4.0,0.0
contig_18595_1,0.0,0.0,1.0
contig_18595_2,0.0,0.0,1.0
contig_18595_3,4.0,1.0,1.0
contig_18595_4,0.0,0.0,1.0
contig_18595_5,0.0,0.0,1.0
contig_18595_6,0.0,0.0,1.0
contig_18595_7,0.0,0.0,1.0
contig_18611_22,0.0,0.0,0.0
contig_18611_23,0.0,0.0,1.0
contig_18611_20,0.0,0.0,0.0
contig_18611_21,0.0,0.0,0.0
contig_18759_2,0.0,0.0,1.0
contig_18759_1,0.0,0.0,1.0
contig_18608_9,0.0,0.0,1.0
