bins	Fa13_BD_MLB_DN	Fa13_BD_MLB_SN	Fa13_BD_MM110_DN	Fa13_BD_MM110_SD	Fa13_BD_MM110_SN	Fa13_BD_MM15_DN	Fa13_BD_MM15_SD	Fa13_BD_MM15_SN	Sp13_BD_MLB_SN	Sp13_BD_MM110_DD	Sp13_BD_MM110_SD	Sp13_BD_MM110_SN	Sp13_BD_MM15_SD	Sp13_BD_MM15_SN	Su13_BD_MLB_DD	Su13_BD_MLB_SD_C	Su13_BD_MM110_DCMD	Su13_BD_MM110_SD	Su13_BD_MM110_SN_C	Su13_BD_MM15_DN	Su13_BD_MM15_SD	Su13_BD_MM15_SN_C
Fa13.BD.MLB.DN.fa_MC	1.73957972084	1.92533154884	0.462634480105	0.224722605063	0.207471023466	0.379785178381	0.273210546789	0.341130656935	0.717737542978	0.516599402022	0.456031234354	0.434917901489	0.525355692661	0.648221555097	0.978098947699	0.782289548182	0.216963086463	0.246570906172	0.233294366022	0.339619686667	0.321142848986	0.356102715187
Sp13.BD.MM110.DD.fa_MC	0.278270793517	0.231853552668	0.337112552157	0.164128929295	0.15200042038	0.348516699065	0.173459436868	0.195201361729	0.624291539602	0.628128371956	0.490608744643	0.416977793538	0.42904148982	0.522598761043	0.271897961553	0.315584629476	0.203441766021	0.171986363983	0.170268416993	0.447045804729	0.213680991271	0.249471094853
Su13.BD.MLB.SD.C_bin2.fa	1.14552946514	1.08842156936	0.421545049822	0.338930861043	0.320758237862	0.388717024248	0.332771882117	0.34266065286	1.86411960359	0.476276698255	0.38310838137	0.351803110338	0.730037472547	1.05896466532	1.24467886642	3.77112257583	0.304370420269	0.30974746579	0.302212098365	0.430058426519	0.414751954018	0.518714594629
Su13.BD.MM110.DCMD_bin2.fa	4.69220591226	4.86668862233	11.2535211957	17.9984625836	18.1698227551	13.9749276517	17.2538211933	16.038880289	4.33623973261	10.6880997648	10.9883424353	10.1139649973	8.42602183632	7.21135126172	5.16161857041	4.70694687656	5.66187670839	12.4327560298	14.1919986257	15.3990968841	13.5261235193	14.4003500658
Su13.BD.MM15.SN.C_bin1_bin2_bin6_bin10_MC1	0.469730283637	0.429515815281	0.452577789965	0.369145861212	0.359577062289	0.526984083582	0.391973196089	0.393283793926	1.90232691512	1.22582243571	0.918566612544	0.592157744027	1.40387832359	1.71835130308	0.553305135622	1.06958138664	0.453898889206	0.510921268104	0.500168649404	1.0290234087	0.759800037258	0.993766139617
Su13.BD.MM15.SN.C_bin1_bin2_bin6_bin10_MC2	0.702034205769	0.712331499288	0.989843277149	0.581835270664	0.604319143228	0.75292529393	0.640553897211	0.618191389513	0.589963859117	0.932515359116	0.93916282774	0.961077087725	0.618960920223	0.644849951293	0.55907457093	0.392935460064	0.303916575226	0.876720207793	1.02105212583	0.713798125608	0.799729128239	0.905061839697
bin13_Fa13.BD.MLB.SN.fa	0.929776021923	0.942000513225	0.305469998275	0.194875128566	0.174501502734	0.224934617844	0.175288750313	0.192438758476	0.54396323726	0.137722315943	0.131135830521	0.138172957355	0.209038162503	0.289029135899	0.702889389428	0.941193415744	0.254134800704	0.164180560095	0.144213272534	0.180285878794	0.160525512897	0.166124108522
bin15_Fa13.BD.MLB.SN.fa	0.865477019115	0.792470176677	0.457860475263	0.614392779551	0.519820506349	0.518317410266	0.612483257741	0.562234260214	0.541720479831	0.223342607142	0.201445565391	0.202223509617	0.309636029967	0.38305534258	0.623783691655	0.201559328213	0.251200901239	0.290522672631	0.314030169417	0.244117817098	0.230717091048	0.224720971502
bin19_Fa13.BD.MLB.SN.fa	3.07562780268	3.68300191369	0.118546324782	0.130119123112	0.100850850511	0.200989146257	0.172666406605	0.217166710723	0.108337313582	0.0329904932321	0.0380011357996	0.0535934846181	0.0769805216801	0.101506310571	0.296215029806	0.298446474363	0.167900359615	0.108207665154	0.0806400945495	0.10343914891	0.149342505	0.153672447298
bin31_Fa13.BD.MM110.DN.fa	0.793887917927	0.788965620075	2.19577106949	0.430947534074	0.39721576347	1.14070715072	0.581527873711	0.773694923059	0.634269947323	1.64446832463	2.00274612403	2.3337842398	1.07356152521	0.965854622021	0.533831848822	0.34125784071	0.323031541876	0.522817035176	0.560806662567	0.547604719707	0.392621082303	0.428177753722
bin37_Sp13.BD.MM15.SD.fa	0.612243001797	0.619225240625	1.60169433725	0.23745631375	0.22262408118	0.683003013046	0.336299422944	0.404290879809	0.533446294428	1.72290811076	1.58016708915	1.57526885458	1.03569949909	0.956742772008	0.493671035955	0.366539186522	0.272079591327	0.251120407459	0.2702616559	0.635030100744	0.327513565247	0.399946837822
bin63_Sp13.BD.MM110.SD.fa	0.338675986985	0.270096058643	0.307790442771	0.217198842961	0.199697012228	0.442421909702	0.223721439514	0.249818268511	0.871093393478	0.54578413328	0.47241257916	0.414453861695	0.361947837339	0.484427116019	0.33052566926	0.381739019071	0.235909698851	0.177465113269	0.176075497871	0.507846280391	0.20090286128	0.239146581063
